Player_ID,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen
2132,57.3,9.11,36.1,21.1,0.54,0.36
2133,48.2,1.79,13.8,20.8,15.4,2.82
2134,66.8,7.43,32.1,32.5,2.57,1.18
2135,61.3,2.77,16,33.4,12.3,0.85
2136,64.1,7.24,36.2,25.9,2.07,0.69
2137,73.3,3.14,23.3,30,20.2,1.18
2138,95.7,2.19,19.8,48.7,27.8,0.46
2139,62,2.61,20.3,26.7,16,1.41
2140,58.6,0,27.1,27.1,5.71,1.43
2141,89.6,1.71,20.6,54.7,14.8,1.71
2142,55.3,8.5,31.5,22.5,1.25,1
2143,41.4,34,41.2,0.21,0,0
2144,48.8,7.5,29.4,17.5,1.88,0
2145,36.7,3.33,6.67,11.7,18.3,3.33
2146,30.3,0.8,2.41,8.75,19.6,5.98
2147,54.6,2.52,15.3,21.4,18.8,1.13
2148,77.5,3,22.8,32.3,23.8,0.75
2149,43.1,29.8,42.6,0.56,0,0
2150,36,32.5,35.9,0.09,0,0
2151,66.6,4.59,21,31.4,15,0.54
2152,57,2.33,13.3,31,13,0.67
2153,52.7,1.18,5.2,26.1,22.1,2.55
2154,65,5,16,23,26,2
2155,78.3,1.43,12.6,46.1,20.1,1.29
2156,53.7,5.36,19.4,23.8,11.4,1.07
2157,27.4,1.11,2.22,11.5,14.4,6.67
2158,28.9,1.11,2.22,10,16.7,2.22
2159,50.1,1.32,8.03,20.7,22,2.89
2160,36.4,0.15,1.52,20,15.8,5.15
2161,48,0.7,5.35,16.9,27,5.07
2162,57.9,3.08,12.3,31.8,14.4,1.54
2163,71.1,0,7.78,36.3,27.8,2.59
2164,51.7,0.45,4.35,13.4,34.5,5.95
2165,59.9,1.03,8.91,33.3,18.4,1.55
2166,67.5,8.25,29.8,36.7,1.05,0.7
2167,47.5,1.67,11.7,23.3,13.3,1.67
2168,20,0,0,10,10,0
2169,39.5,0.15,2.34,11.6,25.9,7.51
2170,35.2,0.36,3.06,16.2,16.6,3.33
2171,72.5,7.02,32.7,38.2,1.73,0.48
2172,0,0,0,0,0,0
2173,68.9,9.81,34.4,29.1,5.76,1.05
2174,38.3,0.94,4.34,16.6,17.5,3.58
2175,57.4,8.78,29.9,25.2,2.65,0.58
2176,41,0.65,5.16,13.5,22.3,2.26
2177,58.3,0.86,7.74,27.7,23.8,2.9
2178,57.5,2.5,12.5,37.5,7.5,0
2179,31,0.46,2.8,15.5,13.7,4.69
2180,34.9,24.8,34.3,0.68,0,0
2181,70,2.73,14.5,43.2,13.2,0
2182,86.7,6.67,31.7,50,6.67,0
2183,65.4,4,14.6,29.4,21.4,1.43
2184,49.3,0.35,4.65,18.2,27.5,4.9
2185,41.5,3.24,13.2,25.2,3.43,0.37
2186,36.4,0.58,2.4,17.6,17,3.72
2187,42.5,0,2.5,15,27.5,0
2188,45.2,0.64,4.08,23.1,18.9,2.8
2189,96.2,1.28,13.8,63.8,20,2.55
2190,45.1,0.31,2.64,19,23.9,5.28
2191,50.7,0.56,8.59,25.5,17.6,1.97
2192,76.6,9.84,40,31.7,5,1.25
2193,51.3,0.51,8.61,23.8,20,2.28
2194,55.3,8.68,33.3,20.6,1.82,0.75
2195,57.5,2.8,12.9,25.4,20,2.26
2196,36.4,30.5,36.2,0.19,0,0
2197,47.3,0.24,5.3,16.6,26.1,5.3
2198,73.3,5.28,25,39.1,9.84,0.63
2199,63.3,0.29,4.63,28.1,31.6,5.07
2200,33.3,3.33,3.33,13.3,16.7,0
2201,90,10,10,40,40,0
2202,43.3,1.43,9.05,25.7,9.05,0.95
2203,36.8,0.64,3.4,15.7,18.7,3.62
2204,80.9,1.28,12.1,56.9,12.6,1.28
2205,48.9,1.11,5.68,19,24.7,4.81
2206,42.3,0,8.18,17.3,18.2,2.27
2207,54.9,0.24,9.76,22.2,22.9,3.66
2208,57.1,0.74,6.99,27.6,23.3,2.65
2209,47.8,0,6.67,19.4,21.7,5.56
2210,26.7,0,1.67,10,15,6.67
2211,71.3,7.75,27,42.8,1.75,0
2212,32,0.8,3.33,14.3,15,3.84
2213,73,1.97,11.7,41.3,21.4,1.04
2214,0,0,0,0,0,0
2215,66.2,7.34,29.1,35,2.11,0.23
2216,54.5,3.04,17.9,24.8,11.8,0.89
2217,67,4.67,24.7,33.4,9.64,0.95
2218,26.5,0.49,1.26,13.1,12.4,3.69
2219,49.4,1.11,10.6,26.1,13.3,0.56
2220,60,0,6.67,26.7,26.7,6.67
2221,50,1.5,6,18.5,26,6.5
2222,40,1.43,9.52,18.9,12.9,1.55
2223,64.7,7.45,31.7,27.7,5.96,2.07
2224,30.6,0.63,5.63,12.5,14.4,3.13
2225,33.4,0.74,2.11,15.7,16,4.32
2226,55.1,3.02,14.3,24.8,16.5,1.11
2227,64.1,2.36,16.8,40.2,8.21,0.14
2228,55,10,40,15,0,0
2229,50.9,9.38,24.1,23.4,3.44,1.88
2230,86.2,8.45,38.5,44.1,4.35,0.98
2231,45.9,2.65,11.6,25.4,9.83,1.38
2232,36.2,32,36,0.14,0,0
2233,57.1,1.24,8.67,29.6,19.6,1.43
2234,59.3,1.43,9.82,36.8,13.8,1.43
2235,61.9,3.29,17,25.5,19.7,0.97
2236,57.2,3.64,16.4,35.5,6.05,0.39
2237,53.8,5.34,27.2,25,2.48,0.53
2238,43.3,30.8,42.7,0.68,0,0
2239,40.4,33.5,40.2,0.18,0.06,0.06
2240,41,0.25,3.5,18.8,19.8,4.75
2241,50,0,0,23.3,26.7,6.67
2242,60,0,20,40,0,0
2243,54.7,0.61,9.39,24.7,20.8,1.02
2244,58.8,4.41,24.7,28.8,6.46,0.15
2245,34.8,2.26,4.52,15.8,15.2,3.87
2246,26.4,2.14,4.29,15.7,6.43,2.14
2247,30,25.9,29.8,0.32,0,0
2248,60.9,4.68,19.8,26.2,15.7,0.85
2249,0,0,0,0,0,0
2250,30.9,0.91,4.55,17.3,10.9,1.82
2251,70,20,40,10,20,0
2252,57.5,11.6,37.8,18.6,1.76,0.5
2253,85.1,1.5,17.3,51.5,17,0.37
2254,38.4,1.25,6.25,22.5,9.69,0.31
2255,39.4,34.8,39.4,0,0,0
2256,45,1.64,8.86,26.6,10.4,1.64
2257,47.7,1.66,12.4,18.6,17.5,1.26
2258,54.9,3.22,17.4,19,18.7,3
2259,69.1,1.39,15.3,29.6,25.3,4.05
2260,84.4,5.03,26.2,40.4,18.4,0.9
2261,70,0,20,45,5,0
2262,62.5,0,17.5,37.5,7.5,0
2263,27.8,0.56,3.33,15,10,1.67
2264,40.8,0.77,3.08,12.3,26.2,8.46
2265,30,0,10,10,10,0
2266,70,2,12,48,10,0
2267,57.6,2.36,13.8,31.6,12.5,0.93
2268,37.8,0.45,2.11,15.8,20.6,6.47
2269,71.7,1.15,9.94,31.8,30.5,4.2
2270,69.2,3.16,18.5,33.1,18.3,1.16
2271,61.9,0.73,5.32,31.9,25.2,3.39
2272,36.8,30.7,36.6,0.22,0,0
2273,91.1,13.8,47.2,42.2,1.91,0.9
2274,31.6,27.9,31.6,0,0,0
2275,29,1.17,2.23,14,13.5,4.56
2276,85.2,6.63,30.8,44.2,10.9,1.09
2277,52,1,5.5,20,27,6
2278,25,0,0,20,10,0
2279,81,4,25,53,4,1
2280,37.1,0.06,3.51,12.4,22.1,4.43
2281,31.9,26,31.6,0.24,0,0
2282,46.4,1.59,7.5,19.1,21,4.17
2283,62.4,2.35,14,29.7,19.3,2.18
2284,49.5,0.33,4.33,23.7,22.2,3.17
2285,60.3,3.1,18.3,27.6,14.8,1.03
2286,47.7,39.7,47.7,0,0,0
2287,55,10,20,35,0,0
2288,54.4,3.7,11.9,29.8,13.3,2.22
2289,42.9,1.73,8.82,25.3,9.92,1.26
2290,83.3,1.67,6.67,25,51.7,8.33
2291,44.2,0.42,4.58,17.9,22.1,1.67
2292,62.8,3.45,18.2,35.9,9.44,1.58
2293,51.4,3.18,13.6,21.8,16.8,0.91
2294,91.3,5,38.8,47.9,4.58,0.42
2295,36.8,33,36.6,0.19,0,0
2296,61.4,2.05,13.4,25.6,23,2.99
2297,76.5,7.43,37.1,35.4,4.39,0.59
2298,46.7,3.33,6.67,23.3,16.7,10
2299,42.5,1.18,2.73,24.5,15.5,4.09
2300,50.6,7.93,30.8,18.6,1.57,0.92
2301,49.1,2.94,19.8,21.3,8.81,0.45
2302,48.3,1.67,13.3,11.7,23.3,1.67
2303,79.7,16.3,50.6,27.5,1.88,0.63
2304,90,6.67,26.7,30,33.3,0
2305,2,0,0,2,0,0
2306,62.4,3.81,22.2,32.7,8.33,0.16
2307,41.5,0.5,9,19.5,14,1.5
2308,32.2,1.6,7.25,13.8,11.7,2.9
2309,62.6,3.23,17.7,25.5,20.6,1.29
2310,29.7,1.51,5.22,12.7,12.6,3.96
2311,56.4,0.45,8.18,31.4,17.3,2.73
2312,80,10,10,40,30,0
2313,62.3,7.5,33.6,27.1,2.32,1.25
2314,53,0.74,4.81,23,25.2,1.48
2315,59.3,0.74,7.78,30,21.9,1.98
2316,21.3,16.7,21.3,0,0,0
2317,41.1,2.22,12.2,13.3,17.8,1.11
2318,43.8,33.2,42.8,1,0,0
2319,63.8,44.4,63.6,0.2,0,0
2320,48,2,8,19,21,3
2321,55.3,1.38,13.1,25.2,17.9,2.76
2322,31.3,26.7,31.1,0.2,0,0
2323,49.2,1.49,6.67,26.5,17,1.93
2324,71.5,2.18,17,28,27.4,1.27
2325,55.4,5.71,32.1,23.6,0,0
2326,56.6,1.21,5.23,27.9,23.9,4.77
2327,42.9,0,1.67,8.96,33.1,5.21
2328,46,3.75,15.1,22,8.91,2.45
2329,56.9,0.38,8.46,23.5,25.4,3.08
2330,17.5,0,0,5,12.5,2.5
2331,53.9,6.57,28.9,23.6,1.46,0.51
2332,64.1,2.58,20.2,40.4,4.3,0
2333,46.3,4.25,14.3,23.3,9.25,0.75
2334,43.3,2.31,5.9,18.5,19.5,6.15
2335,50,7.5,22.5,27.5,0.5,0.5
2336,46,2.94,12.6,27.3,6.29,0.41
2337,62.3,2.12,13.6,40.4,8.76,0.76
2338,63.3,12.2,41.1,22.2,0,0
2339,33.1,0.56,3.89,14.1,15.9,3.15
2340,120,0,30,10,80,20
2341,60,4.44,24.4,26.7,10,2.22
2342,70.6,2.59,17,45.3,9.18,0.68
2343,59.6,2.33,16.2,26.7,17.3,2.44
2344,36.4,32.5,35.7,0.72,0,0
2345,50.6,5.15,20,17,14.2,0.61
2346,52.5,1.57,8.58,28.6,16.3,2.76
2347,52,3.21,14.6,28.6,8.93,0.18
2348,41,1.7,9.89,21.8,9.57,1.81
2349,90.7,4.33,25.3,48.7,17.7,0.67
2350,48.6,0,4.29,21.4,22.9,4.29
2351,35,2,7,14,15,7
2352,69.6,7.54,35.1,33.1,1.86,0.51
2353,49.6,0,5.83,19.6,25.4,2.5
2354,70,4,25.4,31.7,13.4,0.57
2355,66,8,16,34,16,0
2356,37.7,7,26.3,11,0.67,0.33
2357,42,0.16,3.07,12.9,26.8,5.28
2358,62.6,1.09,13.5,35.7,13.7,0.87
2359,48.5,1.41,7.27,27.6,13.8,2.02
2360,66.9,0.87,9.01,39.1,19.2,1.34
2361,67.7,4.05,23.5,28.2,16.5,0.76
2362,86,4.35,26.4,49.9,10.1,1.15
2363,30,1.71,2.79,14.6,12.9,4.68
2364,48.7,0.5,5.72,21.2,23.1,2.2
2365,31.6,0,1.05,15.3,15.3,6.32
2366,69.9,3.28,20.5,31.1,18.5,1.34
2367,21.1,0.56,2.08,9.58,9.44,4.44
2368,62.5,2.2,16,30.8,16.5,0.5
2369,70,0,20,40,13.3,0
2370,40,0,10,30,0,0
2371,82.5,2.5,19.2,51.7,13.3,0
2372,42.9,1.13,2.61,17.8,22.6,5.14
2373,86.3,6.48,33.7,42.3,10.6,1.41
2374,41.5,3.25,12.5,22.8,7.75,1.5
2375,48.7,0,6,16,28.7,6
2376,63.9,0.56,5.28,22.8,36.9,6.94
2377,43.9,0.53,6.67,16.9,21.2,3.33
2378,43,2.83,11.4,27.5,4.62,0.66
2379,39.3,2.76,8.28,14.1,18.3,4.83
2380,68.9,0.29,5.43,17.1,46.6,2.86
2381,36.9,1.7,7.14,16.6,13.8,2.59
2382,37.5,0,0,25,12.5,0
2383,98,1,17,49,33,0
2384,67.6,3.68,17.2,29.5,21.8,1.12
2385,29.9,26.3,29.8,0.14,0,0
2386,67,1.2,10,33.3,24.7,1.53
2387,31.8,1.13,2.82,13.7,16,3.45
2388,30,0,0,0,30,30
2389,70.2,2.49,15.6,35.8,19.3,1.57
2390,67.2,8.31,34.5,31.3,1.75,0.78
2391,53.3,2,12.7,32,9.33,0.67
2392,80,2.11,17.9,47.4,15.3,1.05
2393,66.6,1.66,7.75,43.1,16.7,2.05
2394,56.5,10.9,34.4,21.8,0.59,0.27
2395,41.7,3.22,11.1,22.9,8.28,0.92
2396,63.8,2.5,26.9,35,1.88,0
2397,63.2,2.86,17.4,38.7,8.05,0.52
2398,78.5,7.6,35.9,39.9,2.86,0.56
2399,77.7,3.21,19.5,44.9,14.1,0.98
2400,67,2.55,17,28.1,22.3,0
2401,63.5,10.8,33.1,28.7,2,1.57
2402,36.5,31.6,36.5,0,0,0
2403,70,5,23,38,10,1
2404,67.9,1.45,14.5,26.1,28.6,3.7
2405,49.3,1.64,10.1,19.5,21.5,3.01
2406,55,3.85,14.9,23.6,17.1,0.77
2407,82.9,3.98,20.8,51.3,11.1,1.27
2408,63.2,1.07,3.21,28.6,31.8,7.14
2409,10,0,0,10,0,0
2410,57.4,2.14,17.6,21.5,18.7,0.71
2411,39.1,29.1,38.6,0.45,0,0
2412,27.2,0.49,2.46,13.1,11.7,4.58
2413,46.2,2.24,10.7,22.4,13.4,1.21
2414,38.4,29.7,37.9,0.5,0,0
2415,53.8,3.33,15.8,29.2,9.58,0.83
2416,53.2,0.82,4.42,24.6,24.6,5.78
2417,94.9,2.7,23.5,41.1,30.8,0.81
2418,40,0,6.11,24.4,11.7,3.33
2419,52.8,0.24,4.72,20.5,28.5,4.88
2420,67.2,3.82,18.5,33.4,16.1,0.89
2421,65,5,5,20,45,10
2422,81.1,5.94,30.9,46.8,3.79,0.91
2423,72.7,8.08,40,31.5,1.15,0.38
2424,57,12,35,20.7,1.33,1
2425,36.9,1.03,5.17,13.6,18.6,2.41
2426,57.4,1.48,8.36,30.2,19.7,2.13
2427,70.4,3.12,28.1,33.8,9.09,0.39
2428,61.6,0.87,8.56,29.3,23.9,4.81
2429,65.7,1.43,5,30,30.7,4.29
2430,33.2,3,9.4,14.2,9.6,2.6
2431,45.6,1.63,6.84,26.5,13,2.45
2432,30.6,1.23,2.57,13.4,15.1,5.92
2433,59.8,2.22,14.2,35.1,11.4,1.59
2434,27.1,0,1.43,15.7,11.4,0
2435,75.7,1.97,17.2,43.4,15.9,0.55
2436,68.8,2.69,15.2,31.3,22.5,1.15
2437,29.9,1.32,2.74,13.8,13.5,5.19
2438,76.8,10.1,40.5,35.7,1.59,0.31
2439,50,4.56,15.9,17.2,17.6,1.18
2440,57.5,0,3.75,43.8,10,0
2441,26.3,0,3.13,13.1,11.3,1.88
2442,51.9,0.73,4.6,20.5,27.4,5.67
2443,94.4,1.75,14.8,59.8,20.4,0.78
2444,60.4,2.25,21.5,28.9,10.4,0.86
2445,61.7,5.4,26.8,27.1,8.32,1.3
2446,30,0,0,5,25,2.5
2447,34.2,0.54,3.8,14.6,16.1,3.48
2448,72.3,4.04,17.9,40,15.1,1.23
2449,59.3,8.15,41.1,16.7,1.48,0.37
2450,68.7,8.29,34.3,32.7,2.11,0.46
2451,51,1.38,10.9,26.6,14.3,0.98
2452,39,1.51,4.17,16.7,18.2,4.92
2453,20,0,5,10,5,0
2454,80,5.45,23.6,49.1,8.18,0
2455,48.8,0.69,3.75,16.1,29.6,7.5
2456,59.2,0.32,6.92,28.1,24.9,2.05
2457,72,11.1,33,35,4.29,1.12
2458,140,0,10,60,80,0
2459,51,2.99,12.8,29.6,8.92,1.38
2460,2,0,0,0,2,1
2461,67.2,3.89,26.7,35.6,5,1.11
2462,54,2.61,14.7,33.1,6.51,0.55
2463,61.3,7.5,28.8,31.3,2.5,0
2464,63.6,7.69,32.3,27.4,4.36,1.28
2465,41.9,2.49,11,23.7,8.19,1.98
2466,29.5,0.93,2.33,16.3,10.9,1.63
2467,42.6,0.7,5.8,15.8,22,3.1
2468,36.5,1.4,8.6,22.3,6.05,0.47
2469,61.6,5.6,20.4,30,11.2,0.4
2470,79.6,3.15,16.3,42.7,20.9,2.04
2471,28.4,25.7,28.3,0.06,0,0
2472,33.7,31.2,33.6,0.1,0,0
2473,55.7,0.75,4.48,29.3,23.2,2.76
2474,60,1.9,6.67,36,17.6,0.71
2475,56.2,3.08,15.2,23.8,17.4,1.2
2476,81.6,2.95,19.5,34.2,28.3,0.74
2477,50,6,26,24,0.5,0
2478,61.3,0,2.5,8.75,51.3,8.75
2479,47.8,0.21,4.32,19,25.2,6.16
2480,75,2.99,18.1,37.3,20.1,1.19
2481,37.9,0.83,3.75,16.3,17.9,3.33
2482,84,3.4,18.4,28.4,37.6,3.8
2483,50,0,0,40,10,0
2484,46,0,12,28,10,0
2485,46.8,4.55,24.1,21.8,1.36,0.91
2486,51.7,2.5,15,24.2,12.5,0
2487,70.1,8.04,35.3,32.2,3.52,0.84
2488,51.5,1.78,11.5,20.3,20.9,3.31
2489,19.6,0.89,2,9.78,7.78,2.44
2490,57.9,2.09,13,40.4,5.05,0.33
2491,46.3,41,46.3,0.33,0,0
2492,80,0,0,10,70,10
2493,49.7,4.67,23.7,25.3,1.05,0.29
2494,32.6,1.56,3.13,15.4,14.5,3.02
2495,31.2,0.38,2.31,8.46,20.4,7.31
2496,54.6,0.72,6.3,20.5,28.4,4.86
2497,98,8.94,43.9,51.1,3.65,0.69
2498,50.2,5.98,31.1,17.7,1.61,1.03
2499,37.3,0,6.36,12.7,20,3.64
2500,58.2,3.33,18.5,27.6,12.4,0.3
2501,61.6,2.56,15.8,30.2,16,0
2502,40,0,0,24,16,6
2503,42.5,2.79,10.9,16.6,15.1,2.65
2504,44.2,1.58,11.1,18.4,15.8,1.58
2505,56.8,1.69,11,38.2,8.01,0.88
2506,48.1,2.29,12.2,17.6,19.6,2.11
2507,42.2,1.72,7.19,16.4,18.6,3.13
2508,56,6,14,36,6,0
2509,55,3.8,16.7,24.1,14.9,0.58
2510,62.2,9.51,32.4,27.3,2.44,0.73
2511,48.1,6.18,26,21,1.63,0.06
2512,47.8,0.43,5.22,19.6,23.5,3.48
2513,44.1,0.74,11.1,26.3,7.41,1.11
2514,64.6,1.24,7.12,29.5,28.5,1.94
2515,89.5,11.9,41.6,43.9,4.18,2.12
2516,74.4,2.43,16.4,36,22.4,1.81
2517,64.3,7.71,30.1,32,2.29,0.9
2518,20.7,1.68,2.75,7.86,10.2,3.66
2519,38.2,2.14,7.86,15.9,15,2.14
2520,52.6,8.29,28.1,20.6,4.43,1.29
2521,65.8,2.63,15.3,25.3,25.8,2.11
